[12/23 03:53:30] detectron2 INFO: --- [ARCHITECTURAL INTROSPECTION] Available Modules in MMEhoiNetv1 ---
[12/23 03:53:30] detectron2 INFO:   > backbone
[12/23 03:53:30] detectron2 INFO:   > proposal_generator
[12/23 03:53:30] detectron2 INFO:   > roi_heads (Sub-modules available:)
[12/23 03:53:30] detectron2 INFO:       - roi_heads.box_pooler
[12/23 03:53:30] detectron2 INFO:       - roi_heads.box_head
[12/23 03:53:30] detectron2 INFO:       - roi_heads.box_predictor
[12/23 03:53:30] detectron2 INFO:   > classification_hand_lr
[12/23 03:53:30] detectron2 INFO:   > classification_gloves
[12/23 03:53:30] detectron2 INFO:   > classification_contact_state
[12/23 03:53:30] detectron2 INFO:   > _mask_pooler
[12/23 03:53:30] detectron2 INFO:   > _mask_rcnn_head
[12/23 03:53:30] detectron2 INFO:   > depth_module
[12/23 03:53:30] detectron2 INFO:   > _loss_depth_f
[12/23 03:53:30] detectron2 INFO:   > association_vector_regressor
[12/23 03:53:30] detectron2 INFO:   > _roi_align_cnn_contact_state
[12/23 03:53:30] detectron2 INFO: ---------------------------------------------------------------------
[12/23 03:53:30] detectron2 INFO: --- [FREEZE ACTION] Targeting modules: ['backbone', 'depth_module', '_mask_rcnn_head'] ---
[12/23 03:53:30] detectron2 INFO: [SUCCESS] Parameters frozen for: 'backbone'
[12/23 03:53:30] detectron2 INFO: [SUCCESS] Parameters frozen for: 'depth_module'
[12/23 03:53:30] detectron2 INFO: [SUCCESS] Parameters frozen for: '_mask_rcnn_head'
[12/23 03:53:32] d2.data.datasets.coco WARNING: 
Category ids in annotations are not in [1, #categories]! We'll apply a mapping for you.

[12/23 03:53:32] d2.data.datasets.coco INFO: Loaded 1010 images in COCO format from ../real-split/annotations/train_coco.json
[12/23 03:53:32] d2.data.build INFO: Removed 0 images with no usable annotations. 1010 images left.
[12/23 03:53:32] d2.data.build INFO: Distribution of instances among all 20 categories:
[36m|   category    | #instances   |   category    | #instances   |   category    | #instances   |
|:-------------:|:-------------|:-------------:|:-------------|:-------------:|:-------------|
| power supply  | 144          | oscilloscope  | 761          | welder stat.. | 540          |
| electric sc.. | 160          |  screwdriver  | 322          |    pliers     | 693          |
| welder prob.. | 113          | oscilloscop.. | 643          | low voltage.. | 527          |
| high voltag.. | 297          |   register    | 59           | electric sc.. | 33           |
| working area  | 752          |  welder base  | 268          |    socket     | 1313         |
| left red bu.. | 16           | left green .. | 16           | right red b.. | 16           |
| right green.. | 16           |     hand      | 1686         |               |              |
|     total     | 8375         |               |              |               |              |[0m
[12/23 03:53:32] d2.data.build INFO: Using training sampler TrainingSampler
[12/23 03:53:32] d2.data.common INFO: Serializing 1010 elements to byte tensors and concatenating them all ...
[12/23 03:53:32] d2.data.common INFO: Serialized dataset takes 0.71 MiB
[12/23 03:53:32] detectron2 INFO: Starting training from iteration 0
[12/23 03:53:49] d2.utils.events INFO:  iter: 20  total_loss: 7.73  loss_cls: 2.925  loss_box_reg: 0.6896  loss_rpn_cls: 0.2546  loss_rpn_loc: 0.07406  loss_cs_multi: 0.7436  loss_cs_eff: 0.7973  loss_cs_res: 0.6898  loss_classification_hand_lr: 0.7096  loss_regression_dxdymagn: 0.1732  loss_depth: 0  loss_classification_gloves: 0.6866  lr: 2.098e-05  max_mem: 0M
[12/23 03:56:18] d2.utils.events INFO:  eta: 15:20:38  iter: 240  total_loss: 4.085  loss_cls: 0.6629  loss_box_reg: 0.6133  loss_rpn_cls: 0.05434  loss_rpn_loc: 0.06204  loss_cs_multi: 0.5579  loss_cs_eff: 0.5792  loss_cs_res: 0.5374  loss_classification_hand_lr: 0.3517  loss_regression_dxdymagn: 0.07993  loss_depth: 0  loss_classification_gloves: 0.4541  lr: 0.00024076  max_mem: 0M
[12/23 03:56:32] d2.utils.events INFO:  eta: 15:25:10  iter: 260  total_loss: 3.746  loss_cls: 0.6486  loss_box_reg: 0.6195  loss_rpn_cls: 0.05942  loss_rpn_loc: 0.06723  loss_cs_multi: 0.6249  loss_cs_eff: 0.5982  loss_cs_res: 0.5881  loss_classification_hand_lr: 0.3096  loss_regression_dxdymagn: 0.07088  loss_depth: 0  loss_classification_gloves: 0.2363  lr: 0.00026074  max_mem: 0M
[12/23 03:56:46] d2.utils.events INFO:  eta: 16:05:45  iter: 280  total_loss: 3.206  loss_cls: 0.6452  loss_box_reg: 0.6089  loss_rpn_cls: 0.0528  loss_rpn_loc: 0.0721  loss_cs_multi: 0.4544  loss_cs_eff: 0.4569  loss_cs_res: 0.4279  loss_classification_hand_lr: 0.2119  loss_regression_dxdymagn: 0.07926  loss_depth: 0  loss_classification_gloves: 0.2124  lr: 0.00028072  max_mem: 0M
[12/23 03:57:00] d2.utils.events INFO:  eta: 15:51:58  iter: 300  total_loss: 3.119  loss_cls: 0.5261  loss_box_reg: 0.5641  loss_rpn_cls: 0.04809  loss_rpn_loc: 0.06054  loss_cs_multi: 0.4443  loss_cs_eff: 0.4807  loss_cs_res: 0.4073  loss_classification_hand_lr: 0.2203  loss_regression_dxdymagn: 0.0575  loss_depth: 0  loss_classification_gloves: 0.1671  lr: 0.0003007  max_mem: 0M
[12/23 03:57:15] d2.utils.events INFO:  eta: 15:55:59  iter: 320  total_loss: 3.422  loss_cls: 0.5385  loss_box_reg: 0.5844  loss_rpn_cls: 0.04626  loss_rpn_loc: 0.06536  loss_cs_multi: 0.5416  loss_cs_eff: 0.5466  loss_cs_res: 0.5198  loss_classification_hand_lr: 0.1809  loss_regression_dxdymagn: 0.04295  loss_depth: 0  loss_classification_gloves: 0.3252  lr: 0.00032068  max_mem: 0M
[12/23 03:57:29] d2.utils.events INFO:  eta: 15:50:29  iter: 340  total_loss: 3.173  loss_cls: 0.4702  loss_box_reg: 0.5235  loss_rpn_cls: 0.03483  loss_rpn_loc: 0.05136  loss_cs_multi: 0.5537  loss_cs_eff: 0.5451  loss_cs_res: 0.6169  loss_classification_hand_lr: 0.1232  loss_regression_dxdymagn: 0.0565  loss_depth: 0  loss_classification_gloves: 0.1483  lr: 0.00034066  max_mem: 0M
[12/23 03:57:44] d2.utils.events INFO:  eta: 16:13:12  iter: 360  total_loss: 3.153  loss_cls: 0.5338  loss_box_reg: 0.565  loss_rpn_cls: 0.03929  loss_rpn_loc: 0.06667  loss_cs_multi: 0.5237  loss_cs_eff: 0.5195  loss_cs_res: 0.5011  loss_classification_hand_lr: 0.1064  loss_regression_dxdymagn: 0.06119  loss_depth: 0  loss_classification_gloves: 0.1346  lr: 0.00036064  max_mem: 0M
[12/23 03:57:59] d2.utils.events INFO:  eta: 16:48:55  iter: 380  total_loss: 3.06  loss_cls: 0.5022  loss_box_reg: 0.5858  loss_rpn_cls: 0.0323  loss_rpn_loc: 0.06235  loss_cs_multi: 0.4944  loss_cs_eff: 0.4831  loss_cs_res: 0.508  loss_classification_hand_lr: 0.1255  loss_regression_dxdymagn: 0.05432  loss_depth: 0  loss_classification_gloves: 0.104  lr: 0.00038062  max_mem: 0M
[12/23 03:58:14] d2.utils.events INFO:  eta: 16:24:33  iter: 400  total_loss: 3.143  loss_cls: 0.4538  loss_box_reg: 0.5504  loss_rpn_cls: 0.03663  loss_rpn_loc: 0.06837  loss_cs_multi: 0.5142  loss_cs_eff: 0.5293  loss_cs_res: 0.5374  loss_classification_hand_lr: 0.07441  loss_regression_dxdymagn: 0.06817  loss_depth: 0  loss_classification_gloves: 0.09178  lr: 0.0004006  max_mem: 0M
[12/23 03:58:29] d2.utils.events INFO:  eta: 16:35:44  iter: 420  total_loss: 2.874  loss_cls: 0.474  loss_box_reg: 0.5615  loss_rpn_cls: 0.03819  loss_rpn_loc: 0.0716  loss_cs_multi: 0.4282  loss_cs_eff: 0.4145  loss_cs_res: 0.4127  loss_classification_hand_lr: 0.07579  loss_regression_dxdymagn: 0.05921  loss_depth: 0  loss_classification_gloves: 0.1169  lr: 0.00042058  max_mem: 0M
[12/23 03:58:44] d2.utils.events INFO:  eta: 17:05:13  iter: 440  total_loss: 3.203  loss_cls: 0.4519  loss_box_reg: 0.521  loss_rpn_cls: 0.03527  loss_rpn_loc: 0.06217  loss_cs_multi: 0.6131  loss_cs_eff: 0.5842  loss_cs_res: 0.5966  loss_classification_hand_lr: 0.06921  loss_regression_dxdymagn: 0.03304  loss_depth: 0  loss_classification_gloves: 0.06507  lr: 0.00044056  max_mem: 0M
[12/23 03:58:59] d2.utils.events INFO:  eta: 16:10:57  iter: 460  total_loss: 2.668  loss_cls: 0.4483  loss_box_reg: 0.506  loss_rpn_cls: 0.03229  loss_rpn_loc: 0.06348  loss_cs_multi: 0.4975  loss_cs_eff: 0.452  loss_cs_res: 0.4523  loss_classification_hand_lr: 0.06572  loss_regression_dxdymagn: 0.03835  loss_depth: 0  loss_classification_gloves: 0.07324  lr: 0.00046054  max_mem: 0M
[12/23 03:59:14] d2.utils.events INFO:  eta: 16:27:20  iter: 480  total_loss: 3.05  loss_cls: 0.473  loss_box_reg: 0.5604  loss_rpn_cls: 0.03964  loss_rpn_loc: 0.05686  loss_cs_multi: 0.5599  loss_cs_eff: 0.5332  loss_cs_res: 0.5714  loss_classification_hand_lr: 0.05478  loss_regression_dxdymagn: 0.05217  loss_depth: 0  loss_classification_gloves: 0.1062  lr: 0.00048052  max_mem: 0M
[12/23 03:59:29] d2.utils.events INFO:  eta: 16:41:46  iter: 500  total_loss: 2.987  loss_cls: 0.4136  loss_box_reg: 0.4898  loss_rpn_cls: 0.03698  loss_rpn_loc: 0.04915  loss_cs_multi: 0.5234  loss_cs_eff: 0.5276  loss_cs_res: 0.5063  loss_classification_hand_lr: 0.03732  loss_regression_dxdymagn: 0.04407  loss_depth: 0  loss_classification_gloves: 0.1208  lr: 0.0005005  max_mem: 0M
[12/23 03:59:44] d2.utils.events INFO:  eta: 17:04:34  iter: 520  total_loss: 2.762  loss_cls: 0.4045  loss_box_reg: 0.4853  loss_rpn_cls: 0.02765  loss_rpn_loc: 0.06187  loss_cs_multi: 0.497  loss_cs_eff: 0.4827  loss_cs_res: 0.493  loss_classification_hand_lr: 0.04224  loss_regression_dxdymagn: 0.04824  loss_depth: 0  loss_classification_gloves: 0.05893  lr: 0.00052048  max_mem: 0M
[12/23 04:00:00] d2.utils.events INFO:  eta: 17:29:06  iter: 540  total_loss: 2.415  loss_cls: 0.375  loss_box_reg: 0.4655  loss_rpn_cls: 0.03276  loss_rpn_loc: 0.06279  loss_cs_multi: 0.4466  loss_cs_eff: 0.4663  loss_cs_res: 0.4193  loss_classification_hand_lr: 0.04384  loss_regression_dxdymagn: 0.03774  loss_depth: 0  loss_classification_gloves: 0.09626  lr: 0.00054046  max_mem: 0M
[12/23 04:00:15] d2.utils.events INFO:  eta: 16:37:50  iter: 560  total_loss: 2.666  loss_cls: 0.402  loss_box_reg: 0.4394  loss_rpn_cls: 0.03195  loss_rpn_loc: 0.05839  loss_cs_multi: 0.4792  loss_cs_eff: 0.4398  loss_cs_res: 0.5002  loss_classification_hand_lr: 0.03595  loss_regression_dxdymagn: 0.03819  loss_depth: 0  loss_classification_gloves: 0.1051  lr: 0.00056044  max_mem: 0M
[12/23 04:00:31] d2.utils.events INFO:  eta: 17:14:43  iter: 580  total_loss: 2.867  loss_cls: 0.3932  loss_box_reg: 0.4718  loss_rpn_cls: 0.02766  loss_rpn_loc: 0.06636  loss_cs_multi: 0.5861  loss_cs_eff: 0.5824  loss_cs_res: 0.5213  loss_classification_hand_lr: 0.02533  loss_regression_dxdymagn: 0.04384  loss_depth: 0  loss_classification_gloves: 0.05742  lr: 0.00058042  max_mem: 0M
[12/23 04:00:46] d2.utils.events INFO:  eta: 16:13:27  iter: 600  total_loss: 2.647  loss_cls: 0.3685  loss_box_reg: 0.456  loss_rpn_cls: 0.03834  loss_rpn_loc: 0.0627  loss_cs_multi: 0.5051  loss_cs_eff: 0.4929  loss_cs_res: 0.5137  loss_classification_hand_lr: 0.01566  loss_regression_dxdymagn: 0.03956  loss_depth: 0  loss_classification_gloves: 0.08434  lr: 0.0006004  max_mem: 0M
[12/23 04:01:01] d2.utils.events INFO:  eta: 17:05:47  iter: 620  total_loss: 2.502  loss_cls: 0.3673  loss_box_reg: 0.4167  loss_rpn_cls: 0.03268  loss_rpn_loc: 0.05132  loss_cs_multi: 0.4336  loss_cs_eff: 0.4249  loss_cs_res: 0.4319  loss_classification_hand_lr: 0.008711  loss_regression_dxdymagn: 0.03866  loss_depth: 0  loss_classification_gloves: 0.07886  lr: 0.00062038  max_mem: 0M
[12/23 04:01:16] d2.utils.events INFO:  eta: 15:50:00  iter: 640  total_loss: 2.507  loss_cls: 0.3777  loss_box_reg: 0.4406  loss_rpn_cls: 0.02931  loss_rpn_loc: 0.07015  loss_cs_multi: 0.4498  loss_cs_eff: 0.4461  loss_cs_res: 0.432  loss_classification_hand_lr: 0.01622  loss_regression_dxdymagn: 0.04009  loss_depth: 0  loss_classification_gloves: 0.09701  lr: 0.00064036  max_mem: 0M
[12/23 04:01:31] d2.utils.events INFO:  eta: 17:17:29  iter: 660  total_loss: 2.283  loss_cls: 0.3792  loss_box_reg: 0.4403  loss_rpn_cls: 0.0352  loss_rpn_loc: 0.06865  loss_cs_multi: 0.3687  loss_cs_eff: 0.3508  loss_cs_res: 0.4159  loss_classification_hand_lr: 0.0146  loss_regression_dxdymagn: 0.04985  loss_depth: 0  loss_classification_gloves: 0.06568  lr: 0.00066034  max_mem: 0M
[12/23 04:01:46] d2.utils.events INFO:  eta: 16:23:42  iter: 680  total_loss: 2.523  loss_cls: 0.3604  loss_box_reg: 0.4236  loss_rpn_cls: 0.03209  loss_rpn_loc: 0.05627  loss_cs_multi: 0.4808  loss_cs_eff: 0.455  loss_cs_res: 0.4755  loss_classification_hand_lr: 0.01999  loss_regression_dxdymagn: 0.031  loss_depth: 0  loss_classification_gloves: 0.09418  lr: 0.00068032  max_mem: 0M
[12/23 04:02:01] d2.utils.events INFO:  eta: 16:22:11  iter: 700  total_loss: 2.686  loss_cls: 0.3427  loss_box_reg: 0.407  loss_rpn_cls: 0.03459  loss_rpn_loc: 0.06557  loss_cs_multi: 0.4695  loss_cs_eff: 0.4322  loss_cs_res: 0.5187  loss_classification_hand_lr: 0.01571  loss_regression_dxdymagn: 0.03736  loss_depth: 0  loss_classification_gloves: 0.0994  lr: 0.0007003  max_mem: 0M
[12/23 04:02:17] d2.utils.events INFO:  eta: 17:10:45  iter: 720  total_loss: 2.33  loss_cls: 0.3554  loss_box_reg: 0.4205  loss_rpn_cls: 0.0325  loss_rpn_loc: 0.059  loss_cs_multi: 0.4186  loss_cs_eff: 0.4453  loss_cs_res: 0.3928  loss_classification_hand_lr: 0.02372  loss_regression_dxdymagn: 0.03453  loss_depth: 0  loss_classification_gloves: 0.07936  lr: 0.00072028  max_mem: 0M
[12/23 04:02:32] d2.utils.events INFO:  eta: 16:56:40  iter: 740  total_loss: 2.623  loss_cls: 0.3395  loss_box_reg: 0.4109  loss_rpn_cls: 0.02852  loss_rpn_loc: 0.05617  loss_cs_multi: 0.5888  loss_cs_eff: 0.515  loss_cs_res: 0.6236  loss_classification_hand_lr: 0.01743  loss_regression_dxdymagn: 0.0404  loss_depth: 0  loss_classification_gloves: 0.07496  lr: 0.00074026  max_mem: 0M
[12/23 04:02:47] d2.utils.events INFO:  eta: 16:18:54  iter: 760  total_loss: 2.373  loss_cls: 0.318  loss_box_reg: 0.4072  loss_rpn_cls: 0.03216  loss_rpn_loc: 0.06675  loss_cs_multi: 0.4315  loss_cs_eff: 0.4273  loss_cs_res: 0.4825  loss_classification_hand_lr: 0.03192  loss_regression_dxdymagn: 0.04537  loss_depth: 0  loss_classification_gloves: 0.07048  lr: 0.00076024  max_mem: 0M
[12/23 04:03:02] d2.utils.events INFO:  eta: 16:44:36  iter: 780  total_loss: 2.407  loss_cls: 0.3497  loss_box_reg: 0.4202  loss_rpn_cls: 0.02773  loss_rpn_loc: 0.06406  loss_cs_multi: 0.4612  loss_cs_eff: 0.4896  loss_cs_res: 0.4805  loss_classification_hand_lr: 0.01573  loss_regression_dxdymagn: 0.04316  loss_depth: 0  loss_classification_gloves: 0.08858  lr: 0.00078022  max_mem: 0M
[12/23 04:03:18] d2.utils.events INFO:  eta: 17:44:41  iter: 800  total_loss: 2.377  loss_cls: 0.3228  loss_box_reg: 0.389  loss_rpn_cls: 0.02343  loss_rpn_loc: 0.0549  loss_cs_multi: 0.4372  loss_cs_eff: 0.4167  loss_cs_res: 0.4639  loss_classification_hand_lr: 0.02111  loss_regression_dxdymagn: 0.02893  loss_depth: 0  loss_classification_gloves: 0.0619  lr: 0.0008002  max_mem: 0M
[12/23 04:03:34] d2.utils.events INFO:  eta: 16:47:55  iter: 820  total_loss: 2.412  loss_cls: 0.3067  loss_box_reg: 0.3866  loss_rpn_cls: 0.02727  loss_rpn_loc: 0.07045  loss_cs_multi: 0.4975  loss_cs_eff: 0.5133  loss_cs_res: 0.4995  loss_classification_hand_lr: 0.01003  loss_regression_dxdymagn: 0.02933  loss_depth: 0  loss_classification_gloves: 0.06268  lr: 0.00082018  max_mem: 0M
[12/23 04:03:50] d2.utils.events INFO:  eta: 18:02:55  iter: 840  total_loss: 1.961  loss_cls: 0.3114  loss_box_reg: 0.4264  loss_rpn_cls: 0.03416  loss_rpn_loc: 0.06709  loss_cs_multi: 0.3095  loss_cs_eff: 0.312  loss_cs_res: 0.3057  loss_classification_hand_lr: 0.0102  loss_regression_dxdymagn: 0.02801  loss_depth: 0  loss_classification_gloves: 0.03675  lr: 0.00084016  max_mem: 0M
[12/23 04:04:05] d2.utils.events INFO:  eta: 16:34:08  iter: 860  total_loss: 2.409  loss_cls: 0.3263  loss_box_reg: 0.3941  loss_rpn_cls: 0.02749  loss_rpn_loc: 0.05492  loss_cs_multi: 0.5127  loss_cs_eff: 0.4604  loss_cs_res: 0.5301  loss_classification_hand_lr: 0.007639  loss_regression_dxdymagn: 0.03272  loss_depth: 0  loss_classification_gloves: 0.0708  lr: 0.00086014  max_mem: 0M
[12/23 04:04:19] d2.utils.events INFO:  eta: 15:52:50  iter: 880  total_loss: 2.736  loss_cls: 0.2966  loss_box_reg: 0.3687  loss_rpn_cls: 0.02739  loss_rpn_loc: 0.05754  loss_cs_multi: 0.5682  loss_cs_eff: 0.569  loss_cs_res: 0.5696  loss_classification_hand_lr: 0.01107  loss_regression_dxdymagn: 0.04943  loss_depth: 0  loss_classification_gloves: 0.04584  lr: 0.00088012  max_mem: 0M
[12/23 04:04:36] d2.utils.events INFO:  eta: 17:56:01  iter: 900  total_loss: 2.427  loss_cls: 0.3093  loss_box_reg: 0.385  loss_rpn_cls: 0.02646  loss_rpn_loc: 0.04999  loss_cs_multi: 0.449  loss_cs_eff: 0.4395  loss_cs_res: 0.4402  loss_classification_hand_lr: 0.008366  loss_regression_dxdymagn: 0.03949  loss_depth: 0  loss_classification_gloves: 0.1196  lr: 0.0009001  max_mem: 0M
[12/23 04:04:52] d2.utils.events INFO:  eta: 17:34:59  iter: 920  total_loss: 2.279  loss_cls: 0.2844  loss_box_reg: 0.387  loss_rpn_cls: 0.0298  loss_rpn_loc: 0.06389  loss_cs_multi: 0.4514  loss_cs_eff: 0.4137  loss_cs_res: 0.4819  loss_classification_hand_lr: 0.01319  loss_regression_dxdymagn: 0.03749  loss_depth: 0  loss_classification_gloves: 0.04594  lr: 0.00092008  max_mem: 0M
[12/23 04:05:07] d2.utils.events INFO:  eta: 16:18:06  iter: 940  total_loss: 2.225  loss_cls: 0.2805  loss_box_reg: 0.3602  loss_rpn_cls: 0.02465  loss_rpn_loc: 0.06716  loss_cs_multi: 0.3789  loss_cs_eff: 0.3895  loss_cs_res: 0.4178  loss_classification_hand_lr: 0.01097  loss_regression_dxdymagn: 0.03217  loss_depth: 0  loss_classification_gloves: 0.1056  lr: 0.00094006  max_mem: 0M
